# fichier finlay.txt
############################################################################################
# Positions prévues de la comète Finlay par rapport au Soleil.
# Les données sont prises tous les jours.
# La première ligne correspond au 15/ 4/2021, la deuxième au 16/ 4/2021, etc.
# Les distances sont exprimées en unité astronomique (au) : 1 au = 1.496e+11 m
############################################################################################
X (au)              Y (au)              Z (au)              
-4.4013             -2.1093             -0.1191             
-4.3958             -2.1117             -0.1196             
-4.3902             -2.114              -0.12               
-4.3847             -2.1164             -0.1204             
-4.3791             -2.1188             -0.1209             
-4.3735             -2.1211             -0.1213             
-4.3679             -2.1235             -0.1217             
-4.3623             -2.1258             -0.1221             
-4.3567             -2.1281             -0.1226             
-4.3511             -2.1305             -0.123              
-4.3455             -2.1328             -0.1234             
-4.3398             -2.1351             -0.1239             
-4.3342             -2.1374             -0.1243             
-4.3285             -2.1397             -0.1247             
-4.3228             -2.142              -0.1252             
-4.3172             -2.1443             -0.1256             
-4.3115             -2.1466             -0.126              
-4.3058             -2.1489             -0.1264             
-4.3                -2.1512             -0.1269             
-4.2943             -2.1535             -0.1273             
-4.2886             -2.1558             -0.1277             
-4.2828             -2.158              -0.1281             
-4.277              -2.1603             -0.1286             
-4.2712             -2.1625             -0.129              
-4.2655             -2.1648             -0.1294             
-4.2597             -2.167              -0.1298             
-4.2538             -2.1693             -0.1303             
-4.248              -2.1715             -0.1307             
-4.2422             -2.1737             -0.1311             
-4.2363             -2.1759             -0.1315             
-4.2305             -2.1781             -0.132              
-4.2246             -2.1803             -0.1324             
-4.2187             -2.1825             -0.1328             
-4.2128             -2.1847             -0.1332             
-4.2069             -2.1869             -0.1337             
-4.201              -2.1891             -0.1341             
-4.1951             -2.1913             -0.1345             
-4.1891             -2.1934             -0.1349             
-4.1832             -2.1956             -0.1353             
-4.1772             -2.1978             -0.1358             
-4.1712             -2.1999             -0.1362             
-4.1652             -2.2021             -0.1366             
-4.1592             -2.2042             -0.137              
-4.1532             -2.2063             -0.1374             
-4.1472             -2.2085             -0.1378             
-4.1412             -2.2106             -0.1383             
-4.1351             -2.2127             -0.1387             
-4.1291             -2.2148             -0.1391             
-4.123              -2.2169             -0.1395             
-4.1169             -2.219              -0.1399             
-4.1108             -2.2211             -0.1403             
-4.1047             -2.2232             -0.1408             
-4.0986             -2.2252             -0.1412             
-4.0925             -2.2273             -0.1416             
-4.0863             -2.2294             -0.142              
-4.0802             -2.2314             -0.1424             
-4.074              -2.2335             -0.1428             
-4.0678             -2.2355             -0.1432             
-4.0616             -2.2375             -0.1437             
-4.0554             -2.2396             -0.1441             
-4.0492             -2.2416             -0.1445             
-4.043              -2.2436             -0.1449             
-4.0367             -2.2456             -0.1453             
-4.0305             -2.2476             -0.1457             
-4.0242             -2.2496             -0.1461             
-4.018              -2.2516             -0.1465             
-4.0117             -2.2536             -0.1469             
-4.0054             -2.2556             -0.1473             
-3.9991             -2.2575             -0.1478             
-3.9927             -2.2595             -0.1482             
-3.9864             -2.2614             -0.1486             
-3.9801             -2.2634             -0.149              
-3.9737             -2.2653             -0.1494             
-3.9673             -2.2673             -0.1498             
-3.9609             -2.2692             -0.1502             
-3.9545             -2.2711             -0.1506             
-3.9481             -2.273              -0.151              
-3.9417             -2.2749             -0.1514             
-3.9353             -2.2768             -0.1518             
-3.9288             -2.2787             -0.1522             
-3.9224             -2.2806             -0.1526             
-3.9159             -2.2825             -0.153              
-3.9094             -2.2843             -0.1534             
-3.9029             -2.2862             -0.1538             
-3.8964             -2.2881             -0.1542             
-3.8899             -2.2899             -0.1546             
-3.8833             -2.2917             -0.155              
-3.8768             -2.2936             -0.1554             
-3.8702             -2.2954             -0.1558             
-3.8637             -2.2972             -0.1562             
-3.8571             -2.299              -0.1566             
-3.8505             -2.3008             -0.157              
-3.8439             -2.3026             -0.1574             
-3.8373             -2.3044             -0.1578             
-3.8306             -2.3062             -0.1582             
-3.824              -2.308              -0.1586             
-3.8173             -2.3097             -0.159              
-3.8106             -2.3115             -0.1594             
-3.804              -2.3132             -0.1598             
-3.7973             -2.315              -0.1602             
-3.7906             -2.3167             -0.1605             
-3.7838             -2.3184             -0.1609             
-3.7771             -2.3202             -0.1613             
-3.7703             -2.3219             -0.1617             
-3.7636             -2.3236             -0.1621             
-3.7568             -2.3253             -0.1625             
-3.75               -2.327              -0.1629             
-3.7432             -2.3286             -0.1633             
-3.7364             -2.3303             -0.1637             
-3.7296             -2.332              -0.164              
-3.7227             -2.3336             -0.1644             
-3.7159             -2.3353             -0.1648             
-3.709              -2.3369             -0.1652             
-3.7021             -2.3385             -0.1656             
-3.6953             -2.3402             -0.166              
-3.6884             -2.3418             -0.1664             
-3.6814             -2.3434             -0.1667             
-3.6745             -2.345              -0.1671             
-3.6676             -2.3466             -0.1675             
-3.6606             -2.3481             -0.1679             
-3.6536             -2.3497             -0.1683             
-3.6467             -2.3513             -0.1686             
-3.6397             -2.3528             -0.169              
-3.6326             -2.3544             -0.1694             
-3.6256             -2.3559             -0.1698             
-3.6186             -2.3574             -0.1702             
-3.6115             -2.359              -0.1705             
-3.6045             -2.3605             -0.1709             
-3.5974             -2.362              -0.1713             
-3.5903             -2.3635             -0.1717             
-3.5832             -2.365              -0.172              
-3.5761             -2.3664             -0.1724             
-3.569              -2.3679             -0.1728             
-3.5618             -2.3694             -0.1732             
-3.5547             -2.3708             -0.1735             
-3.5475             -2.3723             -0.1739             
-3.5403             -2.3737             -0.1743             
-3.5331             -2.3751             -0.1746             
-3.5259             -2.3765             -0.175              
-3.5187             -2.3779             -0.1754             
-3.5114             -2.3793             -0.1757             
-3.5042             -2.3807             -0.1761             
-3.4969             -2.3821             -0.1765             
-3.4897             -2.3834             -0.1768             
-3.4824             -2.3848             -0.1772             
-3.4751             -2.3862             -0.1776             
-3.4677             -2.3875             -0.1779             
-3.4604             -2.3888             -0.1783             
-3.4531             -2.3901             -0.1787             
-3.4457             -2.3915             -0.179              
-3.4383             -2.3928             -0.1794             
-3.4309             -2.3941             -0.1797             
-3.4235             -2.3953             -0.1801             
-3.4161             -2.3966             -0.1805             
-3.4087             -2.3979             -0.1808             
-3.4013             -2.3991             -0.1812             
-3.3938             -2.4004             -0.1815             
-3.3863             -2.4016             -0.1819             
-3.3788             -2.4028             -0.1822             
-3.3713             -2.404              -0.1826             
-3.3638             -2.4052             -0.1829             
-3.3563             -2.4064             -0.1833             
-3.3488             -2.4076             -0.1836             
-3.3412             -2.4088             -0.184              
-3.3336             -2.41               -0.1843             
-3.3261             -2.4111             -0.1847             
-3.3185             -2.4123             -0.185              
-3.3108             -2.4134             -0.1854             
-3.3032             -2.4145             -0.1857             
-3.2956             -2.4156             -0.1861             
-3.2879             -2.4167             -0.1864             
-3.2803             -2.4178             -0.1868             
-3.2726             -2.4189             -0.1871             
-3.2649             -2.42               -0.1875             
-3.2572             -2.421              -0.1878             
-3.2494             -2.4221             -0.1881             
-3.2417             -2.4231             -0.1885             
-3.2339             -2.4241             -0.1888             
-3.2262             -2.4251             -0.1892             
-3.2184             -2.4262             -0.1895             
-3.2106             -2.4271             -0.1898             
-3.2028             -2.4281             -0.1902             
-3.195              -2.4291             -0.1905             
-3.1871             -2.4301             -0.1908             
-3.1793             -2.431              -0.1912             
-3.1714             -2.432              -0.1915             
-3.1635             -2.4329             -0.1918             
-3.1556             -2.4338             -0.1922             
-3.1477             -2.4347             -0.1925             
-3.1398             -2.4356             -0.1928             
-3.1318             -2.4365             -0.1932             
-3.1239             -2.4373             -0.1935             
-3.1159             -2.4382             -0.1938             
-3.1079             -2.4391             -0.1941             
-3.0999             -2.4399             -0.1945             
-3.0919             -2.4407             -0.1948             
-3.0838             -2.4415             -0.1951             
-3.0758             -2.4423             -0.1954             
-3.0677             -2.4431             -0.1958             
-3.0596             -2.4439             -0.1961             
-3.0516             -2.4447             -0.1964             
-3.0434             -2.4454             -0.1967             
-3.0353             -2.4461             -0.197              
-3.0272             -2.4469             -0.1973             
-3.019              -2.4476             -0.1977             
-3.0109             -2.4483             -0.198              
-3.0027             -2.449              -0.1983             
-2.9945             -2.4497             -0.1986             
-2.9863             -2.4503             -0.1989             
-2.978              -2.451              -0.1992             
-2.9698             -2.4516             -0.1995             
-2.9615             -2.4523             -0.1998             
-2.9533             -2.4529             -0.2001             
-2.945              -2.4535             -0.2005             
-2.9367             -2.4541             -0.2008             
-2.9283             -2.4546             -0.2011             
-2.92               -2.4552             -0.2014             
-2.9116             -2.4558             -0.2017             
-2.9033             -2.4563             -0.202              
-2.8949             -2.4568             -0.2023             
-2.8865             -2.4573             -0.2026             
-2.8781             -2.4578             -0.2029             
-2.8696             -2.4583             -0.2032             
-2.8612             -2.4588             -0.2035             
-2.8527             -2.4592             -0.2037             
-2.8443             -2.4597             -0.204              
-2.8358             -2.4601             -0.2043             
-2.8273             -2.4605             -0.2046             
-2.8187             -2.4609             -0.2049             
-2.8102             -2.4613             -0.2052             
-2.8016             -2.4617             -0.2055             
-2.7931             -2.4621             -0.2058             
-2.7845             -2.4624             -0.2061             
-2.7759             -2.4628             -0.2063             
-2.7672             -2.4631             -0.2066             
-2.7586             -2.4634             -0.2069             
-2.75               -2.4637             -0.2072             
-2.7413             -2.4639             -0.2075             
-2.7326             -2.4642             -0.2077             
-2.7239             -2.4645             -0.208              
-2.7152             -2.4647             -0.2083             
-2.7064             -2.4649             -0.2086             
-2.6977             -2.4651             -0.2088             
-2.6889             -2.4653             -0.2091             
-2.6801             -2.4655             -0.2094             
-2.6713             -2.4656             -0.2096             
-2.6625             -2.4658             -0.2099             
-2.6537             -2.4659             -0.2102             
-2.6449             -2.466              -0.2104             
-2.636              -2.4661             -0.2107             
-2.6271             -2.4662             -0.211              
-2.6182             -2.4663             -0.2112             
-2.6093             -2.4663             -0.2115             
-2.6004             -2.4664             -0.2118             
-2.5914             -2.4664             -0.212              
-2.5825             -2.4664             -0.2123             
-2.5735             -2.4664             -0.2125             
-2.5645             -2.4663             -0.2128             
-2.5555             -2.4663             -0.213              
-2.5464             -2.4662             -0.2133             
-2.5374             -2.4662             -0.2135             
-2.5283             -2.4661             -0.2138             
-2.5192             -2.466              -0.214              
-2.5101             -2.4658             -0.2143             
-2.501              -2.4657             -0.2145             
-2.4919             -2.4655             -0.2147             
-2.4827             -2.4653             -0.215              
-2.4736             -2.4652             -0.2152             
-2.4644             -2.4649             -0.2155             
-2.4552             -2.4647             -0.2157             
-2.446              -2.4645             -0.2159             
-2.4367             -2.4642             -0.2162             
-2.4275             -2.4639             -0.2164             
-2.4182             -2.4636             -0.2166             
-2.4089             -2.4633             -0.2168             
-2.3996             -2.463              -0.2171             
-2.3903             -2.4626             -0.2173             
-2.381              -2.4623             -0.2175             
-2.3716             -2.4619             -0.2177             
-2.3622             -2.4615             -0.218              
-2.3528             -2.4611             -0.2182             
-2.3434             -2.4606             -0.2184             
-2.334              -2.4602             -0.2186             
-2.3246             -2.4597             -0.2188             
-2.3151             -2.4592             -0.219              
-2.3056             -2.4587             -0.2193             
-2.2961             -2.4581             -0.2195             
-2.2866             -2.4576             -0.2197             
-2.2771             -2.457              -0.2199             
-2.2675             -2.4564             -0.2201             
-2.258              -2.4558             -0.2203             
-2.2484             -2.4552             -0.2205             
-2.2388             -2.4545             -0.2207             
-2.2291             -2.4539             -0.2209             
-2.2195             -2.4532             -0.2211             
-2.2098             -2.4525             -0.2213             
-2.2002             -2.4517             -0.2214             
-2.1905             -2.451              -0.2216             
-2.1808             -2.4502             -0.2218             
-2.171              -2.4494             -0.222              
-2.1613             -2.4486             -0.2222             
-2.1515             -2.4478             -0.2224             
-2.1417             -2.4469             -0.2226             
-2.1319             -2.446              -0.2227             
-2.1221             -2.4452             -0.2229             
-2.1123             -2.4442             -0.2231             
-2.1024             -2.4433             -0.2233             
-2.0925             -2.4423             -0.2234             
-2.0826             -2.4414             -0.2236             
-2.0727             -2.4404             -0.2238             
-2.0628             -2.4393             -0.2239             
-2.0528             -2.4383             -0.2241             
-2.0429             -2.4372             -0.2242             
-2.0329             -2.4361             -0.2244             
-2.0229             -2.435              -0.2246             
-2.0128             -2.4339             -0.2247             
-2.0028             -2.4327             -0.2249             
-1.9927             -2.4316             -0.225              
-1.9827             -2.4304             -0.2252             
-1.9726             -2.4291             -0.2253             
-1.9624             -2.4279             -0.2255             
-1.9523             -2.4266             -0.2256             
-1.9421             -2.4253             -0.2257             
-1.932              -2.424              -0.2259             
-1.9218             -2.4226             -0.226              
-1.9115             -2.4213             -0.2261             
-1.9013             -2.4199             -0.2263             
-1.8911             -2.4185             -0.2264             
-1.8808             -2.417              -0.2265             
-1.8705             -2.4156             -0.2266             
-1.8602             -2.4141             -0.2268             
-1.8499             -2.4126             -0.2269             
-1.8395             -2.411              -0.227              
-1.8291             -2.4095             -0.2271             
-1.8187             -2.4079             -0.2272             
-1.8083             -2.4062             -0.2273             
-1.7979             -2.4046             -0.2274             
-1.7875             -2.4029             -0.2275             
-1.777              -2.4012             -0.2276             
-1.7665             -2.3995             -0.2277             
-1.756              -2.3978             -0.2278             
-1.7455             -2.396              -0.2279             
-1.7349             -2.3942             -0.228              
-1.7244             -2.3924             -0.2281             
-1.7138             -2.3905             -0.2282             
-1.7032             -2.3886             -0.2283             
-1.6926             -2.3867             -0.2284             
-1.6819             -2.3848             -0.2284             
-1.6713             -2.3828             -0.2285             
-1.6606             -2.3808             -0.2286             
-1.6499             -2.3788             -0.2287             
-1.6391             -2.3767             -0.2287             
-1.6284             -2.3746             -0.2288             
-1.6176             -2.3725             -0.2289             
-1.6069             -2.3704             -0.2289             
-1.5961             -2.3682             -0.229              
-1.5852             -2.366              -0.229              
-1.5744             -2.3638             -0.2291             
-1.5635             -2.3615             -0.2291             
-1.5526             -2.3592             -0.2292             
-1.5417             -2.3569             -0.2292             
-1.5308             -2.3546             -0.2292             
-1.5199             -2.3522             -0.2293             
-1.5089             -2.3498             -0.2293             
-1.4979             -2.3473             -0.2293             
-1.4869             -2.3448             -0.2294             
-1.4759             -2.3423             -0.2294             
-1.4648             -2.3398             -0.2294             
-1.4538             -2.3372             -0.2294             
-1.4427             -2.3346             -0.2294             
-1.4316             -2.3319             -0.2294             
-1.4205             -2.3293             -0.2295             
-1.4093             -2.3266             -0.2295             
-1.3981             -2.3238             -0.2295             
-1.387              -2.321              -0.2295             
-1.3757             -2.3182             -0.2294             
-1.3645             -2.3154             -0.2294             
-1.3533             -2.3125             -0.2294             
-1.342              -2.3096             -0.2294             
-1.3307             -2.3066             -0.2294             
-1.3194             -2.3036             -0.2294             
-1.3081             -2.3006             -0.2293             
-1.2967             -2.2976             -0.2293             
-1.2853             -2.2945             -0.2293             
-1.2739             -2.2913             -0.2292             
-1.2625             -2.2882             -0.2292             
-1.2511             -2.285              -0.2291             
-1.2396             -2.2817             -0.2291             
-1.2281             -2.2784             -0.229              
-1.2166             -2.2751             -0.229              
-1.2051             -2.2717             -0.2289             
-1.1936             -2.2683             -0.2288             
-1.182              -2.2649             -0.2288             
-1.1704             -2.2614             -0.2287             
-1.1588             -2.2579             -0.2286             
-1.1472             -2.2543             -0.2285             
-1.1356             -2.2507             -0.2285             
-1.1239             -2.2471             -0.2284             
-1.1122             -2.2434             -0.2283             
-1.1005             -2.2397             -0.2282             
-1.0888             -2.2359             -0.2281             
-1.077              -2.2321             -0.228              
-1.0653             -2.2283             -0.2279             
-1.0535             -2.2244             -0.2277             
-1.0417             -2.2204             -0.2276             
-1.0299             -2.2165             -0.2275             
-1.018              -2.2124             -0.2274             
-1.0061             -2.2084             -0.2272             
-0.9942             -2.2042             -0.2271             
-0.9823             -2.2001             -0.227              
-0.9704             -2.1959             -0.2268             
-0.9584             -2.1916             -0.2267             
-0.9465             -2.1873             -0.2265             
-0.9345             -2.183              -0.2263             
-0.9225             -2.1786             -0.2262             
-0.9104             -2.1741             -0.226              
-0.8984             -2.1696             -0.2258             
-0.8863             -2.1651             -0.2256             
-0.8742             -2.1605             -0.2254             
-0.8621             -2.1559             -0.2253             
-0.85               -2.1512             -0.2251             
-0.8378             -2.1464             -0.2248             
-0.8256             -2.1416             -0.2246             
-0.8134             -2.1368             -0.2244             
-0.8012             -2.1319             -0.2242             
-0.789              -2.1269             -0.224              
-0.7767             -2.1219             -0.2237             
-0.7644             -2.1169             -0.2235             
-0.7522             -2.1118             -0.2233             
-0.7398             -2.1066             -0.223              
-0.7275             -2.1014             -0.2228             
-0.7152             -2.0961             -0.2225             
-0.7028             -2.0908             -0.2222             
-0.6904             -2.0854             -0.222              
-0.678              -2.08               -0.2217             
-0.6656             -2.0744             -0.2214             
-0.6531             -2.0689             -0.2211             
-0.6406             -2.0633             -0.2208             
-0.6282             -2.0576             -0.2205             
-0.6157             -2.0518             -0.2202             
-0.6031             -2.046              -0.2199             
-0.5906             -2.0402             -0.2196             
-0.578              -2.0342             -0.2192             
-0.5655             -2.0283             -0.2189             
-0.5529             -2.0222             -0.2186             
-0.5403             -2.0161             -0.2182             
-0.5276             -2.0099             -0.2179             
-0.515              -2.0037             -0.2175             
-0.5023             -1.9974             -0.2171             
-0.4896             -1.991              -0.2167             
-0.477              -1.9845             -0.2164             
-0.4642             -1.978              -0.216              
-0.4515             -1.9714             -0.2156             
-0.4388             -1.9648             -0.2152             
-0.426              -1.9581             -0.2147             
-0.4132             -1.9513             -0.2143             
-0.4005             -1.9444             -0.2139             
-0.3877             -1.9375             -0.2135             
-0.3748             -1.9305             -0.213              
-0.362              -1.9234             -0.2125             
-0.3492             -1.9162             -0.2121             
-0.3363             -1.909              -0.2116             
-0.3234             -1.9017             -0.2111             
-0.3105             -1.8943             -0.2106             
-0.2976             -1.8868             -0.2101             
-0.2847             -1.8793             -0.2096             
-0.2718             -1.8717             -0.2091             
-0.2589             -1.864              -0.2086             
-0.2459             -1.8562             -0.2081             
-0.233              -1.8483             -0.2075             
-0.22               -1.8404             -0.207              
-0.207              -1.8324             -0.2064             
-0.194              -1.8242             -0.2058             
-0.181              -1.816              -0.2053             
-0.168              -1.8077             -0.2047             
-0.155              -1.7994             -0.2041             
-0.142              -1.7909             -0.2035             
-0.129              -1.7823             -0.2028             
-0.1159             -1.7737             -0.2022             
-0.1029             -1.765              -0.2016             
-0.0898             -1.7561             -0.2009             
-0.0768             -1.7472             -0.2003             
-0.0637             -1.7382             -0.1996             
-0.0507             -1.7291             -0.1989             
-0.0376             -1.7199             -0.1982             
-0.0245             -1.7106             -0.1975             
-0.0115             -1.7011             -0.1968             
0.0016              -1.6916             -0.196              
0.0147              -1.682              -0.1953             
0.0277              -1.6723             -0.1945             
0.0408              -1.6625             -0.1938             
0.0539              -1.6526             -0.193              
0.0669              -1.6425             -0.1922             
0.08                -1.6324             -0.1914             
0.093               -1.6222             -0.1906             
0.1061              -1.6118             -0.1898             
0.1191              -1.6013             -0.1889             
0.1321              -1.5908             -0.1881             
0.1451              -1.5801             -0.1872             
0.1581              -1.5693             -0.1863             
0.1711              -1.5584             -0.1854             
0.1841              -1.5473             -0.1845             
0.1971              -1.5362             -0.1836             
0.21                -1.5249             -0.1827             
0.223               -1.5135             -0.1817             
0.2359              -1.502              -0.1807             
0.2488              -1.4903             -0.1798             
0.2617              -1.4786             -0.1788             
0.2745              -1.4667             -0.1777             
0.2873              -1.4546             -0.1767             
0.3001              -1.4425             -0.1757             
0.3129              -1.4302             -0.1746             
0.3257              -1.4178             -0.1735             
0.3384              -1.4053             -0.1724             
0.3511              -1.3926             -0.1713             
0.3637              -1.3798             -0.1702             
0.3763              -1.3668             -0.1691             
0.3889              -1.3537             -0.1679             
0.4015              -1.3405             -0.1667             
0.414               -1.3271             -0.1655             
0.4264              -1.3136             -0.1643             
0.4388              -1.2999             -0.1631             
0.4512              -1.2861             -0.1619             
0.4635              -1.2721             -0.1606             
0.4757              -1.258              -0.1593             
0.4879              -1.2438             -0.158              
0.5                 -1.2294             -0.1567             
0.5121              -1.2148             -0.1553             
0.5241              -1.2001             -0.154              
0.536               -1.1852             -0.1526             
0.5479              -1.1702             -0.1512             
0.5597              -1.155              -0.1498             
0.5714              -1.1397             -0.1483             
0.583               -1.1242             -0.1468             
0.5946              -1.1085             -0.1454             
0.6061              -1.0927             -0.1439             
0.6174              -1.0767             -0.1423             
0.6287              -1.0606             -0.1408             
0.6399              -1.0442             -0.1392             
0.651               -1.0278             -0.1376             
0.662               -1.0111             -0.136              
0.6728              -0.9943             -0.1344             
0.6836              -0.9773             -0.1327             
0.6942              -0.9602             -0.131              
0.7048              -0.9429             -0.1293             
0.7152              -0.9254             -0.1276             
0.7254              -0.9078             -0.1258             
0.7355              -0.8899             -0.124              
0.7455              -0.872              -0.1222             
0.7554              -0.8538             -0.1204             
0.7651              -0.8355             -0.1186             
0.7746              -0.817              -0.1167             
0.784               -0.7983             -0.1148             
0.7932              -0.7795             -0.1129             
0.8023              -0.7605             -0.111              
0.8112              -0.7414             -0.109              
0.8199              -0.7221             -0.107              
0.8284              -0.7026             -0.105              
0.8367              -0.683              -0.1029             
0.8449              -0.6632             -0.1009             
0.8528              -0.6432             -0.0988             
0.8605              -0.6231             -0.0967             
0.8681              -0.6029             -0.0946             
0.8754              -0.5825             -0.0924             
0.8825              -0.5619             -0.0902             
0.8893              -0.5412             -0.088              
0.896               -0.5204             -0.0858             
0.9024              -0.4994             -0.0835             
0.9085              -0.4783             -0.0813             
0.9144              -0.4571             -0.079              
0.9201              -0.4357             -0.0767             
0.9255              -0.4143             -0.0743             
0.9306              -0.3927             -0.072              
0.9355              -0.371              -0.0696             
0.9401              -0.3491             -0.0672             
0.9444              -0.3272             -0.0648             
0.9485              -0.3052             -0.0624             
0.9523              -0.2831             -0.0599             
0.9558              -0.2609             -0.0574             
0.959               -0.2387             -0.0549             
0.9619              -0.2163             -0.0524             
0.9645              -0.1939             -0.0499             
0.9668              -0.1714             -0.0474             
0.9688              -0.1489             -0.0448             
0.9705              -0.1263             -0.0423             
0.9719              -0.1037             -0.0397             
0.973               -0.0811             -0.0371             
0.9738              -0.0584             -0.0345             
0.9743              -0.0358             -0.0319             
0.9744              -0.0131             -0.0292             
0.9743              0.0096              -0.0266             
0.9738              0.0323              -0.024              
0.9731              0.055               -0.0213             
0.972               0.0777              -0.0187             
0.9706              0.1003              -0.016              
0.9689              0.123               -0.0133             
0.9669              0.1455              -0.0107             
0.9646              0.1681              -0.008              
0.962               0.1905              -0.0053             
0.959               0.2129              -0.0026             
0.9558              0.2353              0.0001              
0.9523              0.2576              0.0027              
0.9485              0.2798              0.0054              
0.9444              0.3019              0.0081              
0.94                0.3239              0.0108              
0.9354              0.3458              0.0134              
0.9304              0.3676              0.0161              
0.9252              0.3893              0.0188              
0.9197              0.4109              0.0214              
0.9139              0.4324              0.0241              
0.9079              0.4538              0.0267              
0.9017              0.475               0.0294              
0.8951              0.4961              0.032               
0.8884              0.517               0.0346              
0.8813              0.5378              0.0372              
0.8741              0.5585              0.0398              
0.8666              0.579               0.0424              
0.8589              0.5994              0.045               
0.851               0.6196              0.0476              
0.8428              0.6397              0.0501              
0.8345              0.6596              0.0527              
0.8259              0.6793              0.0552              
0.8172              0.6989              0.0577              
0.8082              0.7183              0.0602              
0.7991              0.7376              0.0627              
0.7897              0.7566              0.0652              
0.7802              0.7755              0.0677              
0.7706              0.7943              0.0701              
0.7607              0.8128              0.0725              
0.7507              0.8312              0.0749              
0.7406              0.8494              0.0773              
0.7302              0.8675              0.0797              
0.7198              0.8853              0.0821              
0.7092              0.903               0.0844              
0.6985              0.9205              0.0868              
0.6876              0.9379              0.0891              
0.6766              0.955               0.0914              
0.6655              0.972               0.0937              
0.6542              0.9888              0.096               
0.6429              1.0055              0.0982              
0.6314              1.022               0.1004              
0.6198              1.0383              0.1027              
0.6081              1.0544              0.1049              
0.5964              1.0703              0.107               
0.5845              1.0861              0.1092              
0.5725              1.1017              0.1114              
0.5605              1.1172              0.1135              
0.5483              1.1324              0.1156              
0.5361              1.1476              0.1177              
0.5238              1.1625              0.1198              
0.5115              1.1773              0.1218              
0.499               1.1919              0.1239              
0.4865              1.2064              0.1259              
0.474               1.2207              0.1279              
0.4613              1.2348              0.1299              
0.4486              1.2488              0.1319              
0.4359              1.2626              0.1339              
0.4231              1.2763              0.1358              
0.4103              1.2898              0.1378              
0.3974              1.3032              0.1397              
0.3844              1.3164              0.1416              
0.3714              1.3295              0.1435              
0.3584              1.3424              0.1453              
0.3453              1.3552              0.1472              
0.3322              1.3678              0.149               
0.3191              1.3803              0.1508              
0.3059              1.3926              0.1526              
0.2927              1.4048              0.1544              
0.2795              1.4169              0.1562              
0.2662              1.4288              0.158               
0.253               1.4406              0.1597              
0.2397              1.4523              0.1614              
0.2263              1.4638              0.1632              
0.213               1.4752              0.1649              
0.1996              1.4865              0.1666              
0.1862              1.4977              0.1682              
0.1728              1.5087              0.1699              
0.1594              1.5196              0.1715              
0.146               1.5303              0.1732              
0.1326              1.541               0.1748              
0.1191              1.5515              0.1764              
0.1057              1.5619              0.178               
0.0922              1.5722              0.1795              
0.0787              1.5824              0.1811              
0.0652              1.5924              0.1826              
0.0518              1.6024              0.1842              
0.0383              1.6122              0.1857              
0.0248              1.6219              0.1872              
0.0113              1.6315              0.1887              
-0.0022             1.641               0.1902              
-0.0157             1.6504              0.1917              
-0.0292             1.6597              0.1931              
-0.0427             1.6689              0.1946              
-0.0562             1.6779              0.196               
-0.0696             1.6869              0.1974              
-0.0831             1.6958              0.1988              
-0.0966             1.7046              0.2002              
-0.1101             1.7132              0.2016              
-0.1235             1.7218              0.203               
-0.137              1.7303              0.2044              
-0.1504             1.7386              0.2057              
-0.1639             1.7469              0.2071              
-0.1773             1.7551              0.2084              
-0.1907             1.7632              0.2097              
-0.2041             1.7712              0.211               
-0.2175             1.7791              0.2123              
-0.2309             1.787               0.2136              
-0.2443             1.7947              0.2149              
-0.2576             1.8024              0.2162              
-0.271              1.8099              0.2174              
-0.2843             1.8174              0.2187              
-0.2977             1.8248              0.2199              
-0.311              1.8321              0.2211              
-0.3243             1.8393              0.2223              
-0.3376             1.8465              0.2235              
-0.3508             1.8535              0.2247              
-0.3641             1.8605              0.2259              
-0.3773             1.8674              0.2271              
-0.3906             1.8742              0.2283              
-0.4038             1.881               0.2294              
-0.417              1.8877              0.2306              
-0.4301             1.8943              0.2317              
-0.4433             1.9008              0.2328              
-0.4564             1.9072              0.234               
-0.4695             1.9136              0.2351              
-0.4827             1.9199              0.2362              
-0.4957             1.9261              0.2373              
-0.5088             1.9323              0.2384              
-0.5219             1.9384              0.2394              
-0.5349             1.9444              0.2405              
-0.5479             1.9504              0.2416              
-0.5609             1.9562              0.2426              
-0.5739             1.9621              0.2437              
-0.5868             1.9678              0.2447              
-0.5998             1.9735              0.2457              
-0.6127             1.9791              0.2467              
-0.6256             1.9847              0.2478              
-0.6384             1.9902              0.2488              
